60 100 156559519.035405
65 100 237361149.833586
70 100 346303641.889835
75 100 504673549.301467
80 100 734948985.604089
85 100 1069212864.994645
90 100 1553215494.506767
95 100 2251492528.656511
100 100 3253593957.401531
105 100 4680711257.932497
110 100 6690591790.593797
115 100 9475969221.333677
120 100 13247441147.205544
125 100 18186568919.966370
130 100 24353236331.749527
135 100 31543775499.169918
140 100 39138223714.875305
145 100 46045102286.919327
150 100 50891618134.084900
155 100 52506716369.318954
160 100 51609631675.368774
165 100 49482279451.689644
170 100 46601258072.665047
175 100 43345732001.952744
180 100 39986049992.422852
185 100 36698010221.403160
190 100 33585361729.222839
195 100 30701467015.671951
200 100 28066709924.117443
205 100 25681176532.950695
210 100 23533321128.033962
215 100 21605611240.907593
220 100 19878052979.175922
225 100 18330296216.811455
230 100 16942820674.371130
235 100 15697544594.378626
240 100 14578081467.284554
245 100 13569789904.218769
250 100 12659708072.327869
255 100 11836429086.648064
260 100 11089951308.874262

60 110 306933831.650275
65 110 449597886.423098
70 110 634526453.178515
75 110 894357264.240142
80 110 1260685605.398967
85 110 1776487959.668963
90 110 2500139980.013929
95 110 3510042509.023354
100 110 4909260852.917964
105 110 6828620528.303496
110 110 9425132599.238422
115 110 12870135549.176537
120 110 17318616972.275036
125 110 22849865888.046852
130 110 29374889822.574039
135 110 36525505725.632149
140 110 43576909161.517441
145 110 49491633335.404823
150 110 53156925164.985771
155 110 53855373282.289711
160 110 52691363359.552826
165 110 50476929632.479111
170 110 47618415040.600868
175 110 44437657465.620262
180 110 41166356920.945595
185 110 37958152654.060211
190 110 34906441881.095528
195 110 32061588235.267174
200 110 29445005977.810196
205 110 27059675550.294254
210 110 24897536102.457775
215 110 22944454680.735374
220 110 21183440901.159393
225 110 19596647976.648964
230 110 18166561861.599514
235 110 16876662085.183144
240 110 15711747716.799732
245 110 14658057177.413651
250 110 13703265827.707968
255 110 12836415055.421413
260 110 12047806580.295544

60 120 502617317.782322
65 120 747261710.016053
70 120 1073232503.000443
75 120 1539076858.521073
80 120 2204186172.594877
85 120 3150750399.476357
90 120 4491637816.428142
95 120 6378534286.311132
100 120 9008655643.918804
105 120 12625358994.519194
110 120 17503653689.830460
115 120 23905957853.979088
120 120 31989533983.372383
125 120 41653661225.646408
130 120 52346984866.194016
135 120 62923352563.498657
140 120 71707110834.899246
145 120 76905431226.917831
150 120 77547881201.737259
155 120 75692661491.265869
160 120 72411149403.581680
165 120 68264907045.749367
170 120 63695040617.917648
175 120 59017600695.102669
180 120 54441510810.055367
185 120 50093412941.593178
190 120 46041273595.516434
195 120 42313591237.712166
200 120 38913712807.825325
205 120 35829902492.861786
210 120 33042120695.296238
215 120 30526419781.152725
220 120 28257688198.705578
225 120 26211286799.857407
230 120 24363962011.198505
235 120 22694298989.113274
240 120 21182890417.232147
245 120 19812335901.726528
250 120 18567145833.251766
255 120 17433596277.922070
260 120 16399563575.256914

60 130 669550425.100926
65 130 1020615884.878092
70 130 1502988894.608343
75 130 2209509119.643094
80 130 3242601924.335281
85 130 4746884957.612261
90 130 6923716298.474674
95 130 10045224538.254311
100 130 14462066081.617390
105 130 20591243598.573185
110 130 28859066363.384514
115 130 39563357830.244011
120 130 52624171060.559860
125 130 67246700141.930763
130 130 81653517059.832367
135 130 93200367930.559784
140 130 99144087566.398972
145 130 98954493243.024353
150 130 96236586538.127808
155 130 91957030161.623596
160 130 86739179112.632721
165 130 81069288256.916153
170 130 75296485813.284363
175 130 69653441360.124390
180 130 64283078472.715950
185 130 59263691536.485634
190 130 54629481131.087807
195 130 50386034832.398262
200 130 46521378583.406654
205 130 43013548258.548965
210 130 39835597989.967552
215 130 36958799697.922462
220 130 34354605860.837994
225 130 31995788193.107285
230 130 29857040176.060883
235 130 27915239550.407845
240 130 26149501779.724823
245 130 24541110519.117085
250 130 23073380622.377586
255 130 21731488834.634632
260 130 20502293860.894150

60 140 1558054235.544038
65 140 2233978068.583682
70 140 3044763078.890274
75 140 4143042934.106708
80 140 5689357755.404612
85 140 7875135018.753011
90 140 10927220106.007994
95 140 15112850726.998022
100 140 20726215772.064667
105 140 28040384984.930622
110 140 37207469641.715431
115 140 48097656045.462448
120 140 60100942946.899101
125 140 71982201691.695023
130 140 81949344864.164474
135 140 88070491305.754669
140 140 89169541319.714264
145 140 87558566606.771683
150 140 84493459123.810883
155 140 80468911660.773621
160 140 75894663851.458893
165 140 71083652717.747299
170 140 66259259046.117188
175 140 61570856988.104187
180 140 57111022462.252724
185 140 52931065159.768852
190 140 49053653078.792831
195 140 45482425250.824043
200 140 42208983908.669128
205 140 39217803421.849541
210 140 36489572706.692207
215 140 34003403572.570717
220 140 31738240983.535053
225 140 29673724486.924767
230 140 27790680026.848785
235 140 26071368099.963234
240 140 24499575206.209957
245 140 23060607703.507252
250 140 21741227661.711876
255 140 20529556827.113857
260 140 19414965599.265053

